Trace tail: last 500 steps before hitting 5M t-state limit.
Generated 2026-05-10. Full trace: 563808 steps, 5,000,008 t-states, iff1=false at cutoff.
Final PC at cutoff: 0x11E5 (inside RAMTOP-scan loop 2).

At the 5M t-state mark, the CPU is deep in loop 2 (0x11E2-0x11ED, scanning RAM upward).
Loop 2 takes ~4.1M t-states total. This trace is the middle of loop 2.

Extended trace (run-to-EI, 20M t-state limit) shows iff1=true at 5,705,613 t-states = 81.6 frames.

Columns: stepN, PC, opByte, A=, F=, BC=, DE=, HL=, SP=, I=, R=, iff1=, tStates=
638976, 0x11E3, 0xED, A=0x3F, F=0x3C, BC=0x00FF, DE=0xFFFF, HL=0xFFFD, SP=0xFFFF, I=0x3F, R=0x7F, iff1=false, tStates=5701561
638977, 0x11E5, 0x19, A=0x3F, F=0xBB, BC=0x00FF, DE=0xFFFF, HL=0xFFFE, SP=0xFFFF, I=0x3F, R=0x01, iff1=false, tStates=5701576
638978, 0x11E6, 0x23, A=0x3F, F=0xB9, BC=0x00FF, DE=0xFFFF, HL=0xFFFD, SP=0xFFFF, I=0x3F, R=0x02, iff1=false, tStates=5701587
638979, 0x11E7, 0x30, A=0x3F, F=0xB9, BC=0x00FF, DE=0xFFFF, HL=0xFFFE, SP=0xFFFF, I=0x3F, R=0x03, iff1=false, tStates=5701593
638980, 0x11E9, 0x35, A=0x3F, F=0xB9, BC=0x00FF, DE=0xFFFF, HL=0xFFFE, SP=0xFFFF, I=0x3F, R=0x04, iff1=false, tStates=5701600
638981, 0x11EA, 0x28, A=0x3F, F=0x03, BC=0x00FF, DE=0xFFFF, HL=0xFFFE, SP=0xFFFF, I=0x3F, R=0x05, iff1=false, tStates=5701611
638982, 0x11EC, 0x35, A=0x3F, F=0x03, BC=0x00FF, DE=0xFFFF, HL=0xFFFE, SP=0xFFFF, I=0x3F, R=0x06, iff1=false, tStates=5701618
638983, 0x11ED, 0x28, A=0x3F, F=0x43, BC=0x00FF, DE=0xFFFF, HL=0xFFFE, SP=0xFFFF, I=0x3F, R=0x07, iff1=false, tStates=5701629
638984, 0x11E2, 0xA7, A=0x3F, F=0x43, BC=0x00FF, DE=0xFFFF, HL=0xFFFE, SP=0xFFFF, I=0x3F, R=0x08, iff1=false, tStates=5701641
638985, 0x11E3, 0xED, A=0x3F, F=0x3C, BC=0x00FF, DE=0xFFFF, HL=0xFFFE, SP=0xFFFF, I=0x3F, R=0x09, iff1=false, tStates=5701645
638986, 0x11E5, 0x19, A=0x3F, F=0xBB, BC=0x00FF, DE=0xFFFF, HL=0xFFFF, SP=0xFFFF, I=0x3F, R=0x0B, iff1=false, tStates=5701660
638987, 0x11E6, 0x23, A=0x3F, F=0xB9, BC=0x00FF, DE=0xFFFF, HL=0xFFFE, SP=0xFFFF, I=0x3F, R=0x0C, iff1=false, tStates=5701671
638988, 0x11E7, 0x30, A=0x3F, F=0xB9, BC=0x00FF, DE=0xFFFF, HL=0xFFFF, SP=0xFFFF, I=0x3F, R=0x0D, iff1=false, tStates=5701677
638989, 0x11E9, 0x35, A=0x3F, F=0xB9, BC=0x00FF, DE=0xFFFF, HL=0xFFFF, SP=0xFFFF, I=0x3F, R=0x0E, iff1=false, tStates=5701684
638990, 0x11EA, 0x28, A=0x3F, F=0x03, BC=0x00FF, DE=0xFFFF, HL=0xFFFF, SP=0xFFFF, I=0x3F, R=0x0F, iff1=false, tStates=5701695
638991, 0x11EC, 0x35, A=0x3F, F=0x03, BC=0x00FF, DE=0xFFFF, HL=0xFFFF, SP=0xFFFF, I=0x3F, R=0x10, iff1=false, tStates=5701702
638992, 0x11ED, 0x28, A=0x3F, F=0x43, BC=0x00FF, DE=0xFFFF, HL=0xFFFF, SP=0xFFFF, I=0x3F, R=0x11, iff1=false, tStates=5701713
638993, 0x11E2, 0xA7, A=0x3F, F=0x43, BC=0x00FF, DE=0xFFFF, HL=0xFFFF, SP=0xFFFF, I=0x3F, R=0x12, iff1=false, tStates=5701725
638994, 0x11E3, 0xED, A=0x3F, F=0x3C, BC=0x00FF, DE=0xFFFF, HL=0xFFFF, SP=0xFFFF, I=0x3F, R=0x13, iff1=false, tStates=5701729
638995, 0x11E5, 0x19, A=0x3F, F=0x42, BC=0x00FF, DE=0xFFFF, HL=0x0000, SP=0xFFFF, I=0x3F, R=0x15, iff1=false, tStates=5701744
638996, 0x11E6, 0x23, A=0x3F, F=0x68, BC=0x00FF, DE=0xFFFF, HL=0xFFFF, SP=0xFFFF, I=0x3F, R=0x16, iff1=false, tStates=5701755
638997, 0x11E7, 0x30, A=0x3F, F=0x68, BC=0x00FF, DE=0xFFFF, HL=0x0000, SP=0xFFFF, I=0x3F, R=0x17, iff1=false, tStates=5701761
638998, 0x11EF, 0x2B, A=0x3F, F=0x68, BC=0x00FF, DE=0xFFFF, HL=0x0000, SP=0xFFFF, I=0x3F, R=0x18, iff1=false, tStates=5701773
638999, 0x11F0, 0xD9, A=0x3F, F=0x68, BC=0x00FF, DE=0xFFFF, HL=0xFFFF, SP=0xFFFF, I=0x3F, R=0x19, iff1=false, tStates=5701779
639000, 0x11F1, 0xED, A=0x3F, F=0x68, BC=0xFFFF, DE=0xFFFF, HL=0xFFFF, SP=0xFFFF, I=0x3F, R=0x1A, iff1=false, tStates=5701783
639001, 0x11F5, 0xED, A=0x3F, F=0x68, BC=0xFFFF, DE=0xFFFF, HL=0xFFFF, SP=0xFFFF, I=0x3F, R=0x1C, iff1=false, tStates=5701803
639002, 0x11F9, 0x22, A=0x3F, F=0x68, BC=0xFFFF, DE=0xFFFF, HL=0xFFFF, SP=0xFFFF, I=0x3F, R=0x1E, iff1=false, tStates=5701823
639003, 0x11FC, 0xD9, A=0x3F, F=0x68, BC=0xFFFF, DE=0xFFFF, HL=0xFFFF, SP=0xFFFF, I=0x3F, R=0x1F, iff1=false, tStates=5701839
639004, 0x11FD, 0x04, A=0x3F, F=0x68, BC=0x00FF, DE=0xFFFF, HL=0xFFFF, SP=0xFFFF, I=0x3F, R=0x20, iff1=false, tStates=5701843
639005, 0x11FE, 0x28, A=0x3F, F=0x00, BC=0x01FF, DE=0xFFFF, HL=0xFFFF, SP=0xFFFF, I=0x3F, R=0x21, iff1=false, tStates=5701847
639006, 0x1200, 0x22, A=0x3F, F=0x00, BC=0x01FF, DE=0xFFFF, HL=0xFFFF, SP=0xFFFF, I=0x3F, R=0x22, iff1=false, tStates=5701854
639007, 0x1203, 0x11, A=0x3F, F=0x00, BC=0x01FF, DE=0xFFFF, HL=0xFFFF, SP=0xFFFF, I=0x3F, R=0x23, iff1=false, tStates=5701870
639008, 0x1206, 0x01, A=0x3F, F=0x00, BC=0x01FF, DE=0x3EAF, HL=0xFFFF, SP=0xFFFF, I=0x3F, R=0x24, iff1=false, tStates=5701880
639009, 0x1209, 0xEB, A=0x3F, F=0x00, BC=0x00A8, DE=0x3EAF, HL=0xFFFF, SP=0xFFFF, I=0x3F, R=0x25, iff1=false, tStates=5701890
639010, 0x120A, 0xED, A=0x3F, F=0x00, BC=0x00A8, DE=0xFFFF, HL=0x3EAF, SP=0xFFFF, I=0x3F, R=0x26, iff1=false, tStates=5701894
639011, 0x120A, 0xED, A=0x3F, F=0x2C, BC=0x00A7, DE=0xFFFE, HL=0x3EAE, SP=0xFFFF, I=0x3F, R=0x28, iff1=false, tStates=5701915
639012, 0x120A, 0xED, A=0x3F, F=0x2C, BC=0x00A6, DE=0xFFFD, HL=0x3EAD, SP=0xFFFF, I=0x3F, R=0x2A, iff1=false, tStates=5701936
639013, 0x120A, 0xED, A=0x3F, F=0x04, BC=0x00A5, DE=0xFFFC, HL=0x3EAC, SP=0xFFFF, I=0x3F, R=0x2C, iff1=false, tStates=5701957
639014, 0x120A, 0xED, A=0x3F, F=0x04, BC=0x00A4, DE=0xFFFB, HL=0x3EAB, SP=0xFFFF, I=0x3F, R=0x2E, iff1=false, tStates=5701978
639015, 0x120A, 0xED, A=0x3F, F=0x04, BC=0x00A3, DE=0xFFFA, HL=0x3EAA, SP=0xFFFF, I=0x3F, R=0x30, iff1=false, tStates=5701999
639016, 0x120A, 0xED, A=0x3F, F=0x04, BC=0x00A2, DE=0xFFF9, HL=0x3EA9, SP=0xFFFF, I=0x3F, R=0x32, iff1=false, tStates=5702020
639017, 0x120A, 0xED, A=0x3F, F=0x04, BC=0x00A1, DE=0xFFF8, HL=0x3EA8, SP=0xFFFF, I=0x3F, R=0x34, iff1=false, tStates=5702041
639018, 0x120A, 0xED, A=0x3F, F=0x2C, BC=0x00A0, DE=0xFFF7, HL=0x3EA7, SP=0xFFFF, I=0x3F, R=0x36, iff1=false, tStates=5702062
639019, 0x120A, 0xED, A=0x3F, F=0x2C, BC=0x009F, DE=0xFFF6, HL=0x3EA6, SP=0xFFFF, I=0x3F, R=0x38, iff1=false, tStates=5702083
639020, 0x120A, 0xED, A=0x3F, F=0x2C, BC=0x009E, DE=0xFFF5, HL=0x3EA5, SP=0xFFFF, I=0x3F, R=0x3A, iff1=false, tStates=5702104
639021, 0x120A, 0xED, A=0x3F, F=0x2C, BC=0x009D, DE=0xFFF4, HL=0x3EA4, SP=0xFFFF, I=0x3F, R=0x3C, iff1=false, tStates=5702125
639022, 0x120A, 0xED, A=0x3F, F=0x2C, BC=0x009C, DE=0xFFF3, HL=0x3EA3, SP=0xFFFF, I=0x3F, R=0x3E, iff1=false, tStates=5702146
639023, 0x120A, 0xED, A=0x3F, F=0x2C, BC=0x009B, DE=0xFFF2, HL=0x3EA2, SP=0xFFFF, I=0x3F, R=0x40, iff1=false, tStates=5702167
639024, 0x120A, 0xED, A=0x3F, F=0x2C, BC=0x009A, DE=0xFFF1, HL=0x3EA1, SP=0xFFFF, I=0x3F, R=0x42, iff1=false, tStates=5702188
639025, 0x120A, 0xED, A=0x3F, F=0x0C, BC=0x0099, DE=0xFFF0, HL=0x3EA0, SP=0xFFFF, I=0x3F, R=0x44, iff1=false, tStates=5702209
639026, 0x120A, 0xED, A=0x3F, F=0x2C, BC=0x0098, DE=0xFFEF, HL=0x3E9F, SP=0xFFFF, I=0x3F, R=0x46, iff1=false, tStates=5702230
639027, 0x120A, 0xED, A=0x3F, F=0x2C, BC=0x0097, DE=0xFFEE, HL=0x3E9E, SP=0xFFFF, I=0x3F, R=0x48, iff1=false, tStates=5702251
639028, 0x120A, 0xED, A=0x3F, F=0x2C, BC=0x0096, DE=0xFFED, HL=0x3E9D, SP=0xFFFF, I=0x3F, R=0x4A, iff1=false, tStates=5702272
639029, 0x120A, 0xED, A=0x3F, F=0x04, BC=0x0095, DE=0xFFEC, HL=0x3E9C, SP=0xFFFF, I=0x3F, R=0x4C, iff1=false, tStates=5702293
639030, 0x120A, 0xED, A=0x3F, F=0x04, BC=0x0094, DE=0xFFEB, HL=0x3E9B, SP=0xFFFF, I=0x3F, R=0x4E, iff1=false, tStates=5702314
639031, 0x120A, 0xED, A=0x3F, F=0x2C, BC=0x0093, DE=0xFFEA, HL=0x3E9A, SP=0xFFFF, I=0x3F, R=0x50, iff1=false, tStates=5702335
639032, 0x120A, 0xED, A=0x3F, F=0x2C, BC=0x0092, DE=0xFFE9, HL=0x3E99, SP=0xFFFF, I=0x3F, R=0x52, iff1=false, tStates=5702356
639033, 0x120A, 0xED, A=0x3F, F=0x2C, BC=0x0091, DE=0xFFE8, HL=0x3E98, SP=0xFFFF, I=0x3F, R=0x54, iff1=false, tStates=5702377
639034, 0x120A, 0xED, A=0x3F, F=0x2C, BC=0x0090, DE=0xFFE7, HL=0x3E97, SP=0xFFFF, I=0x3F, R=0x56, iff1=false, tStates=5702398
639035, 0x120A, 0xED, A=0x3F, F=0x2C, BC=0x008F, DE=0xFFE6, HL=0x3E96, SP=0xFFFF, I=0x3F, R=0x58, iff1=false, tStates=5702419
639036, 0x120A, 0xED, A=0x3F, F=0x04, BC=0x008E, DE=0xFFE5, HL=0x3E95, SP=0xFFFF, I=0x3F, R=0x5A, iff1=false, tStates=5702440
639037, 0x120A, 0xED, A=0x3F, F=0x24, BC=0x008D, DE=0xFFE4, HL=0x3E94, SP=0xFFFF, I=0x3F, R=0x5C, iff1=false, tStates=5702461
639038, 0x120A, 0xED, A=0x3F, F=0x2C, BC=0x008C, DE=0xFFE3, HL=0x3E93, SP=0xFFFF, I=0x3F, R=0x5E, iff1=false, tStates=5702482
639039, 0x120A, 0xED, A=0x3F, F=0x04, BC=0x008B, DE=0xFFE2, HL=0x3E92, SP=0xFFFF, I=0x3F, R=0x60, iff1=false, tStates=5702503
639040, 0x120A, 0xED, A=0x3F, F=0x04, BC=0x008A, DE=0xFFE1, HL=0x3E91, SP=0xFFFF, I=0x3F, R=0x62, iff1=false, tStates=5702524
639041, 0x120A, 0xED, A=0x3F, F=0x2C, BC=0x0089, DE=0xFFE0, HL=0x3E90, SP=0xFFFF, I=0x3F, R=0x64, iff1=false, tStates=5702545
639042, 0x120A, 0xED, A=0x3F, F=0x2C, BC=0x0088, DE=0xFFDF, HL=0x3E8F, SP=0xFFFF, I=0x3F, R=0x66, iff1=false, tStates=5702566
639043, 0x120A, 0xED, A=0x3F, F=0x2C, BC=0x0087, DE=0xFFDE, HL=0x3E8E, SP=0xFFFF, I=0x3F, R=0x68, iff1=false, tStates=5702587
639044, 0x120A, 0xED, A=0x3F, F=0x2C, BC=0x0086, DE=0xFFDD, HL=0x3E8D, SP=0xFFFF, I=0x3F, R=0x6A, iff1=false, tStates=5702608
639045, 0x120A, 0xED, A=0x3F, F=0x0C, BC=0x0085, DE=0xFFDC, HL=0x3E8C, SP=0xFFFF, I=0x3F, R=0x6C, iff1=false, tStates=5702629
639046, 0x120A, 0xED, A=0x3F, F=0x04, BC=0x0084, DE=0xFFDB, HL=0x3E8B, SP=0xFFFF, I=0x3F, R=0x6E, iff1=false, tStates=5702650
639047, 0x120A, 0xED, A=0x3F, F=0x04, BC=0x0083, DE=0xFFDA, HL=0x3E8A, SP=0xFFFF, I=0x3F, R=0x70, iff1=false, tStates=5702671
639048, 0x120A, 0xED, A=0x3F, F=0x04, BC=0x0082, DE=0xFFD9, HL=0x3E89, SP=0xFFFF, I=0x3F, R=0x72, iff1=false, tStates=5702692
639049, 0x120A, 0xED, A=0x3F, F=0x2C, BC=0x0081, DE=0xFFD8, HL=0x3E88, SP=0xFFFF, I=0x3F, R=0x74, iff1=false, tStates=5702713
639050, 0x120A, 0xED, A=0x3F, F=0x2C, BC=0x0080, DE=0xFFD7, HL=0x3E87, SP=0xFFFF, I=0x3F, R=0x76, iff1=false, tStates=5702734
639051, 0x120A, 0xED, A=0x3F, F=0x2C, BC=0x007F, DE=0xFFD6, HL=0x3E86, SP=0xFFFF, I=0x3F, R=0x78, iff1=false, tStates=5702755
639052, 0x120A, 0xED, A=0x3F, F=0x2C, BC=0x007E, DE=0xFFD5, HL=0x3E85, SP=0xFFFF, I=0x3F, R=0x7A, iff1=false, tStates=5702776
639053, 0x120A, 0xED, A=0x3F, F=0x2C, BC=0x007D, DE=0xFFD4, HL=0x3E84, SP=0xFFFF, I=0x3F, R=0x7C, iff1=false, tStates=5702797
639054, 0x120A, 0xED, A=0x3F, F=0x2C, BC=0x007C, DE=0xFFD3, HL=0x3E83, SP=0xFFFF, I=0x3F, R=0x7E, iff1=false, tStates=5702818
639055, 0x120A, 0xED, A=0x3F, F=0x04, BC=0x007B, DE=0xFFD2, HL=0x3E82, SP=0xFFFF, I=0x3F, R=0x00, iff1=false, tStates=5702839
639056, 0x120A, 0xED, A=0x3F, F=0x04, BC=0x007A, DE=0xFFD1, HL=0x3E81, SP=0xFFFF, I=0x3F, R=0x02, iff1=false, tStates=5702860
639057, 0x120A, 0xED, A=0x3F, F=0x2C, BC=0x0079, DE=0xFFD0, HL=0x3E80, SP=0xFFFF, I=0x3F, R=0x04, iff1=false, tStates=5702881
639058, 0x120A, 0xED, A=0x3F, F=0x2C, BC=0x0078, DE=0xFFCF, HL=0x3E7F, SP=0xFFFF, I=0x3F, R=0x06, iff1=false, tStates=5702902
639059, 0x120A, 0xED, A=0x3F, F=0x2C, BC=0x0077, DE=0xFFCE, HL=0x3E7E, SP=0xFFFF, I=0x3F, R=0x08, iff1=false, tStates=5702923
639060, 0x120A, 0xED, A=0x3F, F=0x2C, BC=0x0076, DE=0xFFCD, HL=0x3E7D, SP=0xFFFF, I=0x3F, R=0x0A, iff1=false, tStates=5702944
639061, 0x120A, 0xED, A=0x3F, F=0x04, BC=0x0075, DE=0xFFCC, HL=0x3E7C, SP=0xFFFF, I=0x3F, R=0x0C, iff1=false, tStates=5702965
639062, 0x120A, 0xED, A=0x3F, F=0x04, BC=0x0074, DE=0xFFCB, HL=0x3E7B, SP=0xFFFF, I=0x3F, R=0x0E, iff1=false, tStates=5702986
639063, 0x120A, 0xED, A=0x3F, F=0x04, BC=0x0073, DE=0xFFCA, HL=0x3E7A, SP=0xFFFF, I=0x3F, R=0x10, iff1=false, tStates=5703007
639064, 0x120A, 0xED, A=0x3F, F=0x04, BC=0x0072, DE=0xFFC9, HL=0x3E79, SP=0xFFFF, I=0x3F, R=0x12, iff1=false, tStates=5703028
639065, 0x120A, 0xED, A=0x3F, F=0x2C, BC=0x0071, DE=0xFFC8, HL=0x3E78, SP=0xFFFF, I=0x3F, R=0x14, iff1=false, tStates=5703049
639066, 0x120A, 0xED, A=0x3F, F=0x2C, BC=0x0070, DE=0xFFC7, HL=0x3E77, SP=0xFFFF, I=0x3F, R=0x16, iff1=false, tStates=5703070
639067, 0x120A, 0xED, A=0x3F, F=0x2C, BC=0x006F, DE=0xFFC6, HL=0x3E76, SP=0xFFFF, I=0x3F, R=0x18, iff1=false, tStates=5703091
639068, 0x120A, 0xED, A=0x3F, F=0x04, BC=0x006E, DE=0xFFC5, HL=0x3E75, SP=0xFFFF, I=0x3F, R=0x1A, iff1=false, tStates=5703112
639069, 0x120A, 0xED, A=0x3F, F=0x04, BC=0x006D, DE=0xFFC4, HL=0x3E74, SP=0xFFFF, I=0x3F, R=0x1C, iff1=false, tStates=5703133
639070, 0x120A, 0xED, A=0x3F, F=0x0C, BC=0x006C, DE=0xFFC3, HL=0x3E73, SP=0xFFFF, I=0x3F, R=0x1E, iff1=false, tStates=5703154
639071, 0x120A, 0xED, A=0x3F, F=0x04, BC=0x006B, DE=0xFFC2, HL=0x3E72, SP=0xFFFF, I=0x3F, R=0x20, iff1=false, tStates=5703175
639072, 0x120A, 0xED, A=0x3F, F=0x04, BC=0x006A, DE=0xFFC1, HL=0x3E71, SP=0xFFFF, I=0x3F, R=0x22, iff1=false, tStates=5703196
639073, 0x120A, 0xED, A=0x3F, F=0x04, BC=0x0069, DE=0xFFC0, HL=0x3E70, SP=0xFFFF, I=0x3F, R=0x24, iff1=false, tStates=5703217
639074, 0x120A, 0xED, A=0x3F, F=0x2C, BC=0x0068, DE=0xFFBF, HL=0x3E6F, SP=0xFFFF, I=0x3F, R=0x26, iff1=false, tStates=5703238
639075, 0x120A, 0xED, A=0x3F, F=0x2C, BC=0x0067, DE=0xFFBE, HL=0x3E6E, SP=0xFFFF, I=0x3F, R=0x28, iff1=false, tStates=5703259
639076, 0x120A, 0xED, A=0x3F, F=0x04, BC=0x0066, DE=0xFFBD, HL=0x3E6D, SP=0xFFFF, I=0x3F, R=0x2A, iff1=false, tStates=5703280
639077, 0x120A, 0xED, A=0x3F, F=0x04, BC=0x0065, DE=0xFFBC, HL=0x3E6C, SP=0xFFFF, I=0x3F, R=0x2C, iff1=false, tStates=5703301
639078, 0x120A, 0xED, A=0x3F, F=0x04, BC=0x0064, DE=0xFFBB, HL=0x3E6B, SP=0xFFFF, I=0x3F, R=0x2E, iff1=false, tStates=5703322
639079, 0x120A, 0xED, A=0x3F, F=0x0C, BC=0x0063, DE=0xFFBA, HL=0x3E6A, SP=0xFFFF, I=0x3F, R=0x30, iff1=false, tStates=5703343
639080, 0x120A, 0xED, A=0x3F, F=0x04, BC=0x0062, DE=0xFFB9, HL=0x3E69, SP=0xFFFF, I=0x3F, R=0x32, iff1=false, tStates=5703364
639081, 0x120A, 0xED, A=0x3F, F=0x04, BC=0x0061, DE=0xFFB8, HL=0x3E68, SP=0xFFFF, I=0x3F, R=0x34, iff1=false, tStates=5703385
639082, 0x120A, 0xED, A=0x3F, F=0x2C, BC=0x0060, DE=0xFFB7, HL=0x3E67, SP=0xFFFF, I=0x3F, R=0x36, iff1=false, tStates=5703406
639083, 0x120A, 0xED, A=0x3F, F=0x2C, BC=0x005F, DE=0xFFB6, HL=0x3E66, SP=0xFFFF, I=0x3F, R=0x38, iff1=false, tStates=5703427
639084, 0x120A, 0xED, A=0x3F, F=0x0C, BC=0x005E, DE=0xFFB5, HL=0x3E65, SP=0xFFFF, I=0x3F, R=0x3A, iff1=false, tStates=5703448
639085, 0x120A, 0xED, A=0x3F, F=0x2C, BC=0x005D, DE=0xFFB4, HL=0x3E64, SP=0xFFFF, I=0x3F, R=0x3C, iff1=false, tStates=5703469
639086, 0x120A, 0xED, A=0x3F, F=0x2C, BC=0x005C, DE=0xFFB3, HL=0x3E63, SP=0xFFFF, I=0x3F, R=0x3E, iff1=false, tStates=5703490
639087, 0x120A, 0xED, A=0x3F, F=0x2C, BC=0x005B, DE=0xFFB2, HL=0x3E62, SP=0xFFFF, I=0x3F, R=0x40, iff1=false, tStates=5703511
639088, 0x120A, 0xED, A=0x3F, F=0x2C, BC=0x005A, DE=0xFFB1, HL=0x3E61, SP=0xFFFF, I=0x3F, R=0x42, iff1=false, tStates=5703532
639089, 0x120A, 0xED, A=0x3F, F=0x2C, BC=0x0059, DE=0xFFB0, HL=0x3E60, SP=0xFFFF, I=0x3F, R=0x44, iff1=false, tStates=5703553
639090, 0x120A, 0xED, A=0x3F, F=0x2C, BC=0x0058, DE=0xFFAF, HL=0x3E5F, SP=0xFFFF, I=0x3F, R=0x46, iff1=false, tStates=5703574
639091, 0x120A, 0xED, A=0x3F, F=0x2C, BC=0x0057, DE=0xFFAE, HL=0x3E5E, SP=0xFFFF, I=0x3F, R=0x48, iff1=false, tStates=5703595
639092, 0x120A, 0xED, A=0x3F, F=0x04, BC=0x0056, DE=0xFFAD, HL=0x3E5D, SP=0xFFFF, I=0x3F, R=0x4A, iff1=false, tStates=5703616
639093, 0x120A, 0xED, A=0x3F, F=0x24, BC=0x0055, DE=0xFFAC, HL=0x3E5C, SP=0xFFFF, I=0x3F, R=0x4C, iff1=false, tStates=5703637
639094, 0x120A, 0xED, A=0x3F, F=0x24, BC=0x0054, DE=0xFFAB, HL=0x3E5B, SP=0xFFFF, I=0x3F, R=0x4E, iff1=false, tStates=5703658
639095, 0x120A, 0xED, A=0x3F, F=0x2C, BC=0x0053, DE=0xFFAA, HL=0x3E5A, SP=0xFFFF, I=0x3F, R=0x50, iff1=false, tStates=5703679
639096, 0x120A, 0xED, A=0x3F, F=0x24, BC=0x0052, DE=0xFFA9, HL=0x3E59, SP=0xFFFF, I=0x3F, R=0x52, iff1=false, tStates=5703700
639097, 0x120A, 0xED, A=0x3F, F=0x24, BC=0x0051, DE=0xFFA8, HL=0x3E58, SP=0xFFFF, I=0x3F, R=0x54, iff1=false, tStates=5703721
639098, 0x120A, 0xED, A=0x3F, F=0x2C, BC=0x0050, DE=0xFFA7, HL=0x3E57, SP=0xFFFF, I=0x3F, R=0x56, iff1=false, tStates=5703742
639099, 0x120A, 0xED, A=0x3F, F=0x2C, BC=0x004F, DE=0xFFA6, HL=0x3E56, SP=0xFFFF, I=0x3F, R=0x58, iff1=false, tStates=5703763
639100, 0x120A, 0xED, A=0x3F, F=0x2C, BC=0x004E, DE=0xFFA5, HL=0x3E55, SP=0xFFFF, I=0x3F, R=0x5A, iff1=false, tStates=5703784
639101, 0x120A, 0xED, A=0x3F, F=0x04, BC=0x004D, DE=0xFFA4, HL=0x3E54, SP=0xFFFF, I=0x3F, R=0x5C, iff1=false, tStates=5703805
639102, 0x120A, 0xED, A=0x3F, F=0x04, BC=0x004C, DE=0xFFA3, HL=0x3E53, SP=0xFFFF, I=0x3F, R=0x5E, iff1=false, tStates=5703826
639103, 0x120A, 0xED, A=0x3F, F=0x04, BC=0x004B, DE=0xFFA2, HL=0x3E52, SP=0xFFFF, I=0x3F, R=0x60, iff1=false, tStates=5703847
639104, 0x120A, 0xED, A=0x3F, F=0x04, BC=0x004A, DE=0xFFA1, HL=0x3E51, SP=0xFFFF, I=0x3F, R=0x62, iff1=false, tStates=5703868
639105, 0x120A, 0xED, A=0x3F, F=0x04, BC=0x0049, DE=0xFFA0, HL=0x3E50, SP=0xFFFF, I=0x3F, R=0x64, iff1=false, tStates=5703889
639106, 0x120A, 0xED, A=0x3F, F=0x2C, BC=0x0048, DE=0xFF9F, HL=0x3E4F, SP=0xFFFF, I=0x3F, R=0x66, iff1=false, tStates=5703910
639107, 0x120A, 0xED, A=0x3F, F=0x2C, BC=0x0047, DE=0xFF9E, HL=0x3E4E, SP=0xFFFF, I=0x3F, R=0x68, iff1=false, tStates=5703931
639108, 0x120A, 0xED, A=0x3F, F=0x0C, BC=0x0046, DE=0xFF9D, HL=0x3E4D, SP=0xFFFF, I=0x3F, R=0x6A, iff1=false, tStates=5703952
639109, 0x120A, 0xED, A=0x3F, F=0x24, BC=0x0045, DE=0xFF9C, HL=0x3E4C, SP=0xFFFF, I=0x3F, R=0x6C, iff1=false, tStates=5703973
639110, 0x120A, 0xED, A=0x3F, F=0x24, BC=0x0044, DE=0xFF9B, HL=0x3E4B, SP=0xFFFF, I=0x3F, R=0x6E, iff1=false, tStates=5703994
639111, 0x120A, 0xED, A=0x3F, F=0x24, BC=0x0043, DE=0xFF9A, HL=0x3E4A, SP=0xFFFF, I=0x3F, R=0x70, iff1=false, tStates=5704015
639112, 0x120A, 0xED, A=0x3F, F=0x24, BC=0x0042, DE=0xFF99, HL=0x3E49, SP=0xFFFF, I=0x3F, R=0x72, iff1=false, tStates=5704036
639113, 0x120A, 0xED, A=0x3F, F=0x0C, BC=0x0041, DE=0xFF98, HL=0x3E48, SP=0xFFFF, I=0x3F, R=0x74, iff1=false, tStates=5704057
639114, 0x120A, 0xED, A=0x3F, F=0x2C, BC=0x0040, DE=0xFF97, HL=0x3E47, SP=0xFFFF, I=0x3F, R=0x76, iff1=false, tStates=5704078
639115, 0x120A, 0xED, A=0x3F, F=0x2C, BC=0x003F, DE=0xFF96, HL=0x3E46, SP=0xFFFF, I=0x3F, R=0x78, iff1=false, tStates=5704099
639116, 0x120A, 0xED, A=0x3F, F=0x04, BC=0x003E, DE=0xFF95, HL=0x3E45, SP=0xFFFF, I=0x3F, R=0x7A, iff1=false, tStates=5704120
639117, 0x120A, 0xED, A=0x3F, F=0x04, BC=0x003D, DE=0xFF94, HL=0x3E44, SP=0xFFFF, I=0x3F, R=0x7C, iff1=false, tStates=5704141
639118, 0x120A, 0xED, A=0x3F, F=0x04, BC=0x003C, DE=0xFF93, HL=0x3E43, SP=0xFFFF, I=0x3F, R=0x7E, iff1=false, tStates=5704162
639119, 0x120A, 0xED, A=0x3F, F=0x0C, BC=0x003B, DE=0xFF92, HL=0x3E42, SP=0xFFFF, I=0x3F, R=0x00, iff1=false, tStates=5704183
639120, 0x120A, 0xED, A=0x3F, F=0x04, BC=0x003A, DE=0xFF91, HL=0x3E41, SP=0xFFFF, I=0x3F, R=0x02, iff1=false, tStates=5704204
639121, 0x120A, 0xED, A=0x3F, F=0x04, BC=0x0039, DE=0xFF90, HL=0x3E40, SP=0xFFFF, I=0x3F, R=0x04, iff1=false, tStates=5704225
639122, 0x120A, 0xED, A=0x3F, F=0x2C, BC=0x0038, DE=0xFF8F, HL=0x3E3F, SP=0xFFFF, I=0x3F, R=0x06, iff1=false, tStates=5704246
